0.000000  0.000000  -0.166663
0.000000  0.500000  -0.166663
0.500000  0.000000  -0.166663
0.500000  0.500000  -0.166663
0.250000  0.250000  -0.083330
0.250000  0.750000  -0.083330
0.750000  0.250000  -0.083330
0.750000  0.750000  -0.083330
0.000000  0.000000  0.000000
0.000000  0.500000  0.000000
0.500000  0.000000  0.000000
0.500000  0.500000  0.000000
0.250000  0.250000  0.083330
0.250000  0.750000  0.083330
0.750000  0.250000  0.083330
0.750000  0.750000  0.083330
0.000000  0.000000  0.166663
0.000000  0.500000  0.166663
0.500000  0.000000  0.166663
0.500000  0.500000  0.166663
