 0.666667   0.333333   0.524648
 0.666667   1.333333   0.524648
 1.666667   0.333333   0.524648
 1.666667   1.333333   0.524648
-0.000000  -0.000000   0.643486
 0.000000   1.000000   0.643486
 0.000000   2.000000   0.643486
 1.000000  -0.000000   0.643486
 1.000000   1.000000   0.643486
 1.000000   2.000000   0.643486
 2.000000  -0.000000   0.643486
 2.000000   1.000000   0.643486
 2.000000   2.000000   0.643486
 0.333333   0.666667   0.762324
 0.333333   1.666667   0.762324
 1.333333   0.666667   0.762324
 1.333333   1.666667   0.762324
 0.666667   0.333333   0.881162
 0.666667   1.333333   0.881162
 1.666667   0.333333   0.881162
 1.666667   1.333333   0.881162
 0.000000   0.000000   0.000000
-0.000000  -0.000000   1.000000
 0.000000   1.000000   0.000000
 0.000000   1.000000   1.000000
 0.000000   2.000000   0.000000
 0.000000   2.000000   1.000000
 1.000000   0.000000   0.000000
 1.000000  -0.000000   1.000000
 1.000000   1.000000   0.000000
 1.000000   1.000000   1.000000
 1.000000   2.000000   0.000000
 1.000000   2.000000   1.000000
 2.000000   0.000000   0.000000
 2.000000  -0.000000   1.000000
 2.000000   1.000000   0.000000
 2.000000   1.000000   1.000000
 2.000000   2.000000   0.000000
 2.000000   2.000000   1.000000
